x_target,y_target,z_target,roll_target,pitch_target,yaw_target,vx_target,vy_target,vz_target,x_drone,y_drone,z_drone,roll_drone,pitch_drone,yaw_drone,vx_drone,vy_drone,vz_drone,vr_drone,vp_drone
0.0,0.0,1.0,0.0,0.0,0.0,0.8377580409572781,0.0,0.8377580409572781,-0.0008439254015684128,0.0023942149709910154,1.154618740081787,0.0,-0.0,0.0027675420858447827,-0.004137840587645769,0.0,0.007876157760620117,0.0,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.8377580409572781,0.0,0.8377580409572781,0.0006620499771088362,0.0026217009872198105,1.1577287912368774,-0.0027675500245467164,0.002767539425813793,-3.829656791667673e-06,0.01505975378677249,-0.027713717426364505,0.03110051155090332,-0.027675500245467163,0.02767539425813793
0.08362277061412277,0.0,1.0831646763271037,0.0,0.0,0.0,0.8331687147528438,0.0,0.8194510177578149,0.019133204594254494,0.003813244169577956,1.180129885673523,-0.005844103549710144,0.174568067726029,-0.003289527433110389,0.18471154617145658,-0.03285697776318721,0.22401094436645508,-0.03076553525163428,1.7180052830021522
0.16632935265420745,0.0,1.16269465723032,0.0,0.0,0.0,0.8194510177578149,0.0,0.7653300529200854,0.061939459294080734,0.0018110722303390503,1.2317438125610352,-0.002827974771943684,0.23857369279188323,-0.0003389496187555903,0.4280625469982624,0.029505778143547986,0.5161392688751221,0.030161287777664605,0.6400562506585422
0.2472135954999579,0.0,1.2351141009169893,0.0,0.0,0.0,0.7967552439310815,0.0,0.6777604923087013,0.13461185991764069,0.0006893203244544566,1.3008253574371338,0.003201107088794723,0.2553021374504768,0.003201107088794723,0.7267240062355995,0.03540056707550313,0.6908154487609863,0.06029081860738406,0.16728444658593578
0.3253893144606401,0.0,1.2972579301909577,0.0,0.0,0.0,0.7653300529200854,0.0,0.5605695459277527,0.2303396612405777,6.154609764053021e-06,1.3771822452545166,-0.0053196256291688825,0.23300687427822075,0.002163865123774276,0.9572780132293701,-0.010372419650204467,0.7635688781738281,-0.08520732717963606,-0.22295263172256052
0.39999999999999997,0.0,1.3464101615137753,0.0,0.0,0.0,0.7255197456936872,0.0,0.4188790204786392,0.33745017647743225,-0.0038785224314779043,1.4551175832748413,-0.005375031907479882,0.14681853132343475,0.0023797375680480013,1.0711051523685455,0.002158724442737252,0.7793533802032471,-0.0005540627831099928,-0.86188342954786
0.47022820183397845,0.0,1.3804226065180614,0.0,0.0,0.0,0.6777604923087013,0.0,0.2588814718300624,0.4469882547855377,-0.005935620982199907,1.5279550552368164,-0.005498364169024691,0.027683826118146803,0.0026917048270325553,1.0953807830810547,0.003119672589845541,0.728374719619751,-0.0012333226154480955,-1.1913470520528795
0.5353044850870865,0.0,1.3978087581473093,0.0,0.0,0.0,0.6225755531394802,0.0,0.08756956061138435,0.5491081476211548,-0.006389092653989792,1.590923547744751,-0.019642751342878663,-0.0802223683028725,0.006328154047015796,1.0211989283561707,0.036364492199832406,0.6296849250793457,-0.1414438717385397,-1.079061944210193
0.5945158603819153,0.0,1.3978087581473093,0.0,0.0,0.0,0.5605695459277527,0.0,-0.08756956061138406,0.6339808106422424,-0.005259878467768431,1.6347167491912842,-0.017935787211904197,-0.19392857048558776,0.012867559384474366,0.8487266302108765,0.0653940533745857,0.43793201446533203,0.017069641309744657,-1.1370620218271528
